ID,Kp_Level,Kp_Range,Bz_Level,Bz_Range,Bt_Level,Bt_Range,Speed_Level,Speed_Range,Density_Level,Density_Range,Aurora_Probability_%,Aurora_Type,Aurora_Colors,Aurora_Structure,Latitude_Reach_°,Duration_Hours
1700,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1701,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,39.3,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1702,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Slow,<400 km/s,Low,3-7 p/cm³,41.5,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1703,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,43.7,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1704,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Slow,<400 km/s,High,15-25 p/cm³,48.0,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1705,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Slow,<400 km/s,Very High,>25 p/cm³,50.2,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1706,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,49.1,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1707,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,51.9,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1708,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,54.6,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1709,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,60.1,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1710,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,62.8,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1711,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,63.9,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1712,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,67.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1713,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,71.0,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1714,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Fast,500-650 km/s,High,15-25 p/cm³,78.1,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1715,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,81.6,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1716,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,78.6,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1717,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,83.0,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1718,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,87.4,Major,"Bright green, red borders, purple/pink lower edges","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1719,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,96.1,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1720,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1721,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,98.3,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1722,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1723,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1724,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1725,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Strong,15-25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1726,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,44.2,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1727,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Slow,<400 km/s,Low,3-7 p/cm³,46.7,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1728,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,49.1,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1729,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Slow,<400 km/s,High,15-25 p/cm³,54.1,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1730,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Slow,<400 km/s,Very High,>25 p/cm³,56.5,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1731,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,55.3,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1732,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,58.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1733,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,61.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1734,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,67.6,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1735,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,70.6,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1736,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,71.9,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1737,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,75.9,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1738,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,79.9,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1739,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Fast,500-650 km/s,High,15-25 p/cm³,87.8,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1740,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,91.8,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1741,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,88.5,Major,"Bright green, red borders, purple/pink lower edges","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1742,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,93.4,Major,"Bright green, red borders, purple/pink lower edges","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1743,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,98.3,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1744,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1745,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1746,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1747,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1748,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1749,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1750,Minor Storm,4-5,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1751,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very Low,<3 p/cm³,42.8,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1752,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Slow,<400 km/s,Low,3-7 p/cm³,45.2,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1753,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Slow,<400 km/s,Normal,7-15 p/cm³,47.6,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2
1754,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Slow,<400 km/s,High,15-25 p/cm³,52.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1755,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very High,>25 p/cm³,54.7,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1756,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,53.6,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1757,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,56.5,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1758,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,59.5,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1759,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,High,15-25 p/cm³,65.5,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1760,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,68.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1761,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,69.6,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1762,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Low,3-7 p/cm³,73.5,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1763,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,77.3,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1764,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Fast,500-650 km/s,High,15-25 p/cm³,85.1,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1765,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very High,>25 p/cm³,89.0,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1766,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,85.7,Major,"Bright green, red borders, purple/pink lower edges","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1767,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,90.4,Major,"Bright green, red borders, purple/pink lower edges","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1768,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,95.2,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1769,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1770,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1771,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1772,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1773,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1774,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1775,Minor Storm,4-5,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1776,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Very Low,<3 p/cm³,50.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1777,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Low,3-7 p/cm³,53.2,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1778,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Normal,7-15 p/cm³,56.0,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1779,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,High,15-25 p/cm³,61.6,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1780,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Very High,>25 p/cm³,64.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1781,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,63.0,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1782,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,66.5,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1783,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,70.0,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1784,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,High,15-25 p/cm³,77.0,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1785,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,80.5,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1786,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,81.9,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1787,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Low,3-7 p/cm³,86.5,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1788,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,91.0,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1789,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1790,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1791,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1792,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1793,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1794,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1795,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1796,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1797,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1798,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1799,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1800,Minor Storm,4-5,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1801,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very Low,<3 p/cm³,55.4,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1802,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Low,3-7 p/cm³,58.5,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1803,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Normal,7-15 p/cm³,61.6,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1804,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,High,15-25 p/cm³,67.8,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1805,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very High,>25 p/cm³,70.8,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1806,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,69.3,Moderate,Green dominant,"Clear arcs, some curtains",55-60°,2-4
1807,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,73.1,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1808,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,77.0,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1809,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,High,15-25 p/cm³,84.7,Strong,"Bright green, red possible","Multiple arcs, curtains with rays",50-55°,3-6
1810,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,88.5,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1811,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,90.1,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8
1812,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Low,3-7 p/cm³,95.1,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1813,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1814,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Fast,500-650 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1815,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1816,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1817,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1818,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
1819,Minor Storm,4-5,Strong Southward,<-10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
